ID;Species;Tree age;DBH;H tree;Hcr;Dcr;Vtot;Vbark;Origin;Pst;Pbark;Pbr;Pf;Pabo;Proot;Ptot;Location;Country;Latitude;Longitude;Altitude (m.s.l.);Tree number / ha;Reference;Notes;Ecoregion;ID_Plot
762;Pinus sylvestris L.;39;13,7;13,2;;;;;Natural;38,83;2,45;5,9;3,47;48,2;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
763;Pinus sylvestris L.;35;6;10,6;;;;;Natural;8,02;0,803;0,37;0,742;9,13;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
764;Pinus sylvestris L.;33;4,2;9;;;;;Natural;3,12;0,318;0,156;0,11;3,39;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
765;Pinus sylvestris L.;55;20,5;18,4;;;;;Natural;112,2;5,64;12,11;6,29;130,6;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
766;Pinus sylvestris L.;53;16,1;16,4;;;;;Natural;58,57;2,7;4,72;1,56;64,85;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
767;Pinus sylvestris L.;50;14;16,9;;;;;Natural;55,79;1,94;5,36;2,49;63,64;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
768;Pinus sylvestris L.;55;12,3;15,8;;;;;Natural;39,15;2,13;2,78;1,96;43,89;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
769;Pinus sylvestris L.;51;11,1;16,3;;;;;Natural;34,07;1,86;1,69;1,1;36,86;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
770;Pinus sylvestris L.;51;8,2;13,5;;;;;Natural;17,04;1,31;0,871;0,581;18,49;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
771;Pinus sylvestris L.;52;8,1;13,3;;;;;Natural;15,27;1,19;0,881;0,694;16,85;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
772;Pinus sylvestris L.;53;6;10;;;;;Natural;6,74;0,674;0,265;0,189;7,19;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
773;Pinus sylvestris L.;39;6,2;11,8;;;;;Natural;8,84;0,676;0,434;0,187;9,46;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
774;Pinus sylvestris L.;44;4,3;8;;;;;Natural;3,13;0,219;0,282;0,085;3,5;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
775;Pinus sylvestris L.;96;28,1;22,6;;;;;Natural;245;8,95;26,57;10,93;282,5;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
776;Pinus sylvestris L.;90;21;22,1;;;;;Natural;148,8;8,51;11,23;7,04;167,1;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
777;Pinus sylvestris L.;83;13,5;17,3;;;;;Natural;50,1;4,2;2,03;1,43;53,56;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
778;Pinus sylvestris L.;62;20,5;19,5;;;;;Natural;119;6,1;14,03;4,97;138;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
779;Pinus sylvestris L.;44;18,3;17,7;;;;;Natural;86,71;5,65;7,37;3,41;97,49;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
780;Pinus sylvestris L.;58;22,5;22,8;;;;;Natural;160,7;5,47;17,95;6,8;185,5;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
781;Pinus sylvestris L.;59;13,2;18,9;;;;;Natural;50,58;3,2;2,82;2,4;55,8;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
782;Pinus sylvestris L.;52;9,8;13,6;;;;;Natural;23,2;1,49;1,37;0,854;25,42;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
783;Pinus sylvestris L.;56;19,3;18,1;;;;;Natural;105,2;4,09;12,24;7,21;124,7;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
784;Pinus sylvestris L.;49;11;14,4;;;;;Natural;31,5;1,76;1,67;1,97;35,14;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
785;Pinus sylvestris L.;47;6,4;12,6;;;;;Natural;9,85;0,836;0,555;0,461;10,87;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
786;Pinus sylvestris L.;52;22,5;18,8;;;;;Natural;129;5,4;19,25;8,3;156,6;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
787;Pinus sylvestris L.;55;17,6;17,9;;;;;Natural;95,25;4,77;6,74;3,87;105,9;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
788;Pinus sylvestris L.;45;14,5;16;;;;;Natural;53,87;2,53;2,77;2,49;59,13;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
789;Pinus sylvestris L.;45;13,8;15,4;;;;;Natural;44,14;2,52;2,58;2,61;49,33;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
790;Pinus sylvestris L.;47;7,6;12;;;;;Natural;11,89;0,758;0,516;0,407;12,81;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
791;Pinus sylvestris L.;49;14,4;14,7;;;;;Natural;42,98;3,5;6,9;5,11;54,99;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
792;Pinus sylvestris L.;57;7,6;12,7;;;;;Natural;14,28;1,23;0,679;0,783;15,74;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
793;Pinus sylvestris L.;47;3,9;7,7;;;;;Natural;2,3;0,357;0,147;0,097;2,54;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
794;Pinus sylvestris L.;91;29,3;24,2;;;;;Natural;294,4;13,43;27,2;12,03;333,6;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
795;Pinus sylvestris L.;89;18,9;21,7;;;;;Natural;119,4;7,63;7,27;5,11;131,8;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
796;Pinus sylvestris L.;87;12,5;16,5;;;;;Natural;42,57;4;1,84;1,32;45,73;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
797;Pinus sylvestris L.;75;31,5;25,7;;;;;Natural;361,7;13,86;54,55;7,84;;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
798;Pinus sylvestris L.;71;24,2;22,8;;;;;Natural;164,6;9,48;14,65;3,27;182,5;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
799;Pinus sylvestris L.;75;21,5;22,2;;;;;Natural;134,2;11,05;8,42;2,55;145,2;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
800;Pinus sylvestris L.;71;20,2;22;;;;;Natural;129,7;9,74;10,2;2,92;142,8;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
801;Pinus sylvestris L.;71;16,4;19,2;;;;;Natural;58,14;5,19;2,72;0,619;61,48;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
802;Pinus sylvestris L.;71;12,5;20,5;;;;;Natural;48,39;4,19;1,4;0,49;50,28;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
803;Pinus sylvestris L.;79;16,2;20,9;;;;;Natural;73,46;5,36;3,75;1,76;78,97;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
804;Pinus sylvestris L.;87;31,2;26,9;;;;;Natural;343,2;18,35;32,05;9,71;385;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
805;Pinus sylvestris L.;85;27,4;26,3;;;;;Natural;266,5;12,17;15,63;4,1;286,2;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
806;Pinus sylvestris L.;88;24,1;24,8;;;;;Natural;183,9;9,42;17,81;10,19;211,9;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
807;Pinus sylvestris L.;77;24,3;24,5;;;;;Natural;190,5;8,83;15,95;5,26;211,7;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
808;Pinus sylvestris L.;75;20,2;23,9;;;;;Natural;125,4;8,89;4,17;2,51;132,1;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
809;Pinus sylvestris L.;94;32,2;26,1;;;;;Natural;350,8;19,34;39,57;13,52;403,9;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
810;Pinus sylvestris L.;92;28,5;26,2;;;;;Natural;278;13,78;22,95;10,31;311,3;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
811;Pinus sylvestris L.;98;23,5;24,4;;;;;Natural;177,9;10,34;13,97;9,16;201;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
812;Pinus sylvestris L.;93;20,5;22,2;;;;;Natural;113,9;5,05;11,77;5,67;131,3;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
813;Pinus sylvestris L.;60;22,6;22,5;;;;;Natural;160,2;7,9;16,81;13,66;190,7;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
814;Pinus sylvestris L.;58;18,1;18,7;;;;;Natural;93,5;4,63;13,73;7,49;114,7;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
815;Pinus sylvestris L.;57;13,9;16,4;;;;;Natural;50,63;2,73;3,55;2,13;56,31;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
816;Pinus sylvestris L.;61;10,5;15,6;;;;;Natural;28,12;2,48;1,076;1,09;30,29;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
817;Pinus sylvestris L.;55;12,5;16,8;;;;;Natural;42,84;3,5;2,06;1,4;46,3;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
818;Pinus sylvestris L.;57;8,1;11,2;;;;;Natural;12,67;1,156;0,745;0,53;13,95;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
819;Pinus sylvestris L.;42;6,4;10,5;;;;;Natural;7,84;0,605;0,354;0,198;8,39;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
820;Pinus sylvestris L.;60;19;18;;;;;Natural;103,4;2,96;7,57;7,08;118,1;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
821;Pinus sylvestris L.;60;10,3;14,8;;;;;Natural;27,09;1,87;1,67;1,12;29,88;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
822;Pinus sylvestris L.;60;6,4;12,6;;;;;Natural;9,56;0,905;0,4;0,282;10,24;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
823;Pinus sylvestris L.;43;6;9,64;;;;;Natural;6,86;0,943;0,748;0,719;8,33;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
824;Pinus sylvestris L.;46;8,1;10,7;;;;;Natural;12,11;1,64;1,21;0,802;14,12;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
825;Pinus sylvestris L.;51;10,2;13,9;;;;;Natural;23,2;2,58;2,1;1,08;26,38;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
826;Pinus sylvestris L.;50;9,9;15;;;;;Natural;25,31;1,73;1,9;1,02;28,23;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
827;Pinus sylvestris L.;49;12,1;16,8;;;;;Natural;37,03;3,72;2,72;2,22;41,97;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
828;Pinus sylvestris L.;49;16,7;17,5;;;;;Natural;73,08;3,6;7,44;4,42;84,94;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
829;Pinus sylvestris L.;49;19,3;18,8;;;;;Natural;97,96;5,82;16,96;5,74;120,7;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
830;Pinus sylvestris L.;41;4,2;6,9;;;;;Natural;2,03;0,144;0,451;0,189;2,67;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
831;Pinus sylvestris L.;88;25,3;22,1;;;;;Natural;187,9;9,12;13,67;4,39;206;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
832;Pinus sylvestris L.;89;23,3;23,4;;;;;Natural;151,1;8,65;7,66;2,65;161,4;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
833;Pinus sylvestris L.;84;32,2;24,1;;;;;Natural;311,6;15,99;29,85;7,32;348,8;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
834;Pinus sylvestris L.;86;28,9;24;;;;;Natural;268,5;13,67;35,62;9,67;313,8;;;Middle Ural: Yekaterinburg region: Severka's Scientific Station;RUS;57,00;60,50;;;"Usoltsev, 1997; 1998";;80611;
